,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
SUSC,-,-,-,-,-,-,3.45%,-,-,-,-,-,-,-4.92%,0.59%,-,-,-
FBL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203.32%,-,-,-
AY,1.89,-,51.71,-,3.72,-0.05,7.17%,-0.30%,4.00%,11.40%,42.28%,0.48,-4.40M,-27.19%,-4.17%,-0.40%,-,1.10B
OMIC,0.26,-,-,-,0.00,-1.30,-,-34.40%,-34.60%,-6.00%,6.00%,-1.40,-92.50M,-73.14%,-57.23%,-,-,1.60M
STBA,0.97,8.23,9.41,0.82,0.06,3.74,4.16%,-,21.90%,37.10%,0.50%,3.27,145.90M,6.50%,-9.89%,-,34.80%,381.50M
BOCN,,,,,,,,,,,,,,,,,,
AIHS,1.01,-,-,-,0.16,-1.07,-,-,-134.50%,-581.20%,15.21%,-,-7.00M,-33.44%,-17.50%,-,-,6.20M
WKHS,1.42,-,-,-,0.00,-0.74,-,-94.60%,-115.60%,-3.00%,1.80%,-0.34,-120.20M,-69.62%,-41.24%,-,-,6.70M
VSTA,0.29,-,108.00,-,0.21,-0.18,-,-1.70%,2.30%,-111.20%,-,0.03,-15.40M,-27.68%,-19.00%,-6.00%,-,256.60M
LSXMA,1.09,8.65,9.72,0.20,1.45,3.43,-,13.70%,6.60%,-35.40%,3.88%,3.06,1.19B,-27.41%,-24.47%,13.20%,0.00%,8.96B
CRTO,1.90,-,11.01,-,0.00,-0.44,-,-2.20%,-0.70%,-164.90%,1.50%,3.13,-23.40M,31.49%,32.19%,-1.20%,0.00%,1.95B
DWAS,-,-,-,-,-,-,0.74%,-,-,-,-,-,-,-4.72%,8.15%,-,-,-
FLGT,0.93,-,-,-,0.02,-0.90,-,-2.00%,10.60%,-110.50%,7.40%,-0.93,-25.90M,-23.61%,34.08%,-7.10%,0.00%,364.90M
CUE,3.02,-,-,-,0.18,-1.35,-,-89.70%,-70.30%,32.80%,4.42%,-1.35,-51.90M,-2.36%,30.53%,-,-,0.40M
PGNY,8.93,93.69,61.46,8.08,0.00,0.43,-,11.80%,7.80%,254.80%,0.80%,0.66,43.10M,36.14%,29.63%,4.90%,0.00%,873.10M
TNYA,2.48,-,-,-,0.00,-2.47,-,-56.60%,-,42.30%,0.30%,-2.01,-124.30M,27.13%,263.68%,-,-,-
ALDX,4.93,-,-,-,0.12,-1.04,-,-39.00%,-,7.80%,2.80%,-1.16,-60.90M,257.63%,64.94%,-,-,-
VIRC,0.90,3.72,3.72,-,0.32,1.02,-,29.10%,21.50%,124.50%,3.20%,1.02,16.50M,16.62%,-16.15%,7.20%,0.00%,231.10M
BTB,0.01,-,-,-,0.00,-11.12,-,-,-12.00%,-594.40%,0.08%,-,-15.40M,-83.98%,-92.29%,-,-,0.09M
MESO,1.10,-,-,-,0.24,-0.58,-,-16.30%,-12.20%,23.00%,-,-0.53,-81.40M,3.16%,23.37%,-,-,7.80M
RLYB,2.19,-,-,-,0.00,-2.06,-,-46.00%,-,10.00%,6.12%,-2.24,-69.50M,10.57%,28.92%,-,-,-
ERIC,1.46,10.77,9.09,-,0.34,0.48,4.71%,13.00%,12.20%,-48.40%,0.90%,0.57,1.60B,-36.98%,-11.30%,6.20%,245.20%,25.83B
TNON,3.82,-,-,-,0.00,-2.06,-,-232.60%,-297.20%,-105.20%,30.42%,-0.81,-21.40M,-70.33%,-46.85%,-,-,1.10M
TLS,1.08,-,-,-,0.07,-0.73,-,-28.40%,-27.80%,35.90%,10.30%,-0.36,-49.20M,-73.63%,-47.15%,-24.40%,-,201.90M
AOUT,0.54,-,13.31,-,0.05,-6.31,-,-42.70%,-28.90%,-181.00%,3.30%,0.59,-84.90M,-31.08%,-21.66%,-43.50%,-,194.90M
PGC,0.97,6.95,7.48,5.80,0.25,4.32,0.67%,14.90%,22.10%,41.70%,2.60%,4.02,79.20M,-10.80%,-19.26%,33.20%,4.60%,238.20M
FFIN,3.11,18.56,20.21,1.86,0.00,1.61,2.40%,18.10%,26.70%,-5.90%,1.10%,1.48,231.10M,-27.43%,-12.94%,50.50%,40.70%,457.40M
PUCKU,,,,,,,,,,,,,,,,,,
CSWC,1.15,18.48,7.59,18.48,1.08,1.05,11.16%,6.40%,5.60%,-36.70%,2.60%,2.55,33.10M,-11.48%,13.49%,27.70%,198.60%,119.30M
BKCH,,,,,,,,,,,,,,,,,,
GSRMU,,,,,,,,,,,,,,,,,,
ASMB,,,,,,,,,,,,,,,,,,
TCBC,,,,,,,,,,,,,,,,,,
JSMD,,,,,,,,,,,,,,,,,,
USAP,,,,,,,,,,,,,,,,,,
SNRH,,,,,,,,,,,,,,,,,,
WGRO,,,,,,,,,,,,,,,,,,
LAKE,,,,,,,,,,,,,,,,,,
TZOO,,,,,,,,,,,,,,,,,,
MAYS,,,,,,,,,,,,,,,,,,
WKSP,,,,,,,,,,,,,,,,,,
SPI,,,,,,,,,,,,,,,,,,
MCVT,,,,,,,,,,,,,,,,,,
AADI,,,,,,,,,,,,,,,,,,
CLDX,,,,,,,,,,,,,,,,,,
NMTR,,,,,,,,,,,,,,,,,,
BRP,,,,,,,,,,,,,,,,,,
TNXP,,,,,,,,,,,,,,,,,,
VRSN,,,,,,,,,,,,,,,,,,
SRTS,,,,,,,,,,,,,,,,,,
BFRG,,,,,,,,,,,,,,,,,,
NCNO,,,,,,,,,,,,,,,,,,
AGEN,,,,,,,,,,,,,,,,,,
SNPX,,,,,,,,,,,,,,,,,,
CRNC,,,,,,,,,,,,,,,,,,
AVTA,,,,,,,,,,,,,,,,,,
AUID,,,,,,,,,,,,,,,,,,
NAMS,,,,,,,,,,,,,,,,,,
MHUA,,,,,,,,,,,,,,,,,,
BCPC,,,,,,,,,,,,,,,,,,
CLVR,,,,,,,,,,,,,,,,,,
HSIC,,,,,,,,,,,,,,,,,,
BMRA,,,,,,,,,,,,,,,,,,
IAC,,,,,,,,,,,,,,,,,,
TRS,,,,,,,,,,,,,,,,,,
ISPO,,,,,,,,,,,,,,,,,,
SRAD,,,,,,,,,,,,,,,,,,
KURA,,,,,,,,,,,,,,,,,,
JRVR,,,,,,,,,,,,,,,,,,
CPZ,,,,,,,,,,,,,,,,,,
ROVR,,,,,,,,,,,,,,,,,,
EFAS,,,,,,,,,,,,,,,,,,
ATCOL,,,,,,,,,,,,,,,,,,
ATOS,,,,,,,,,,,,,,,,,,
FIVE,,,,,,,,,,,,,,,,,,
GRPH,,,,,,,,,,,,,,,,,,
RWAY,,,,,,,,,,,,,,,,,,
CISO,,,,,,,,,,,,,,,,,,
EXPI,,,,,,,,,,,,,,,,,,
ATLX,,,,,,,,,,,,,,,,,,
SHC,,,,,,,,,,,,,,,,,,
DKDCA,,,,,,,,,,,,,,,,,,
GILD,,,,,,,,,,,,,,,,,,
BOTJ,,,,,,,,,,,,,,,,,,
OPTN,,,,,,,,,,,,,,,,,,
IOSP,,,,,,,,,,,,,,,,,,
BDSX,,,,,,,,,,,,,,,,,,
AIXI,,,,,,,,,,,,,,,,,,
BANF,,,,,,,,,,,,,,,,,,
BWAQ,,,,,,,,,,,,,,,,,,
RDIB,,,,,,,,,,,,,,,,,,
JSM,,,,,,,,,,,,,,,,,,
CHRS,,,,,,,,,,,,,,,,,,
AHRN,,,,,,,,,,,,,,,,,,
DHIL,,,,,,,,,,,,,,,,,,
VABK,,,,,,,,,,,,,,,,,,
GSM,,,,,,,,,,,,,,,,,,
CGRN,,,,,,,,,,,,,,,,,,
APACU,,,,,,,,,,,,,,,,,,
ECX,,,,,,,,,,,,,,,,,,
CELC,,,,,,,,,,,,,,,,,,
BELFA,,,,,,,,,,,,,,,,,,
FTAI,,,,,,,,,,,,,,,,,,
GMDA,,,,,,,,,,,,,,,,,,
DMRC,,,,,,,,,,,,,,,,,,
SILK,,,,,,,,,,,,,,,,,,
GRCL,,,,,,,,,,,,,,,,,,
STGW,,,,,,,,,,,,,,,,,,
FEM,,,,,,,,,,,,,,,,,,
LVRO,,,,,,,,,,,,,,,,,,
BLBD,,,,,,,,,,,,,,,,,,
AMRK,,,,,,,,,,,,,,,,,,
ACIW,,,,,,,,,,,,,,,,,,
MMMB,,,,,,,,,,,,,,,,,,
FSBW,,,,,,,,,,,,,,,,,,
ZVRA,,,,,,,,,,,,,,,,,,
CG,,,,,,,,,,,,,,,,,,
EACPU,,,,,,,,,,,,,,,,,,
SMTC,,,,,,,,,,,,,,,,,,
QTR,,,,,,,,,,,,,,,,,,
HURN,,,,,,,,,,,,,,,,,,
GCT,,,,,,,,,,,,,,,,,,
FTGC,,,,,,,,,,,,,,,,,,
NTES,,,,,,,,,,,,,,,,,,
AVIR,,,,,,,,,,,,,,,,,,
QQQA,,,,,,,,,,,,,,,,,,
ITIC,,,,,,,,,,,,,,,,,,
RLAY,,,,,,,,,,,,,,,,,,
KIDS,,,,,,,,,,,,,,,,,,
LIPO,,,,,,,,,,,,,,,,,,
FNX,,,,,,,,,,,,,,,,,,
ATLC,,,,,,,,,,,,,,,,,,
VRPX,,,,,,,,,,,,,,,,,,
PAX,,,,,,,,,,,,,,,,,,
KBWB,,,,,,,,,,,,,,,,,,
BSMR,,,,,,,,,,,,,,,,,,
STSA,,,,,,,,,,,,,,,,,,
CYBR,,,,,,,,,,,,,,,,,,
TOMZ,,,,,,,,,,,,,,,,,,
GBIO,,,,,,,,,,,,,,,,,,
CHKEL,,,,,,,,,,,,,,,,,,
PFF,,,,,,,,,,,,,,,,,,
CLWT,,,,,,,,,,,,,,,,,,
FTXH,,,,,,,,,,,,,,,,,,
CLST,,,,,,,,,,,,,,,,,,
RSVR,,,,,,,,,,,,,,,,,,
GSMG,,,,,,,,,,,,,,,,,,
IMCC,,,,,,,,,,,,,,,,,,
CYXT,,,,,,,,,,,,,,,,,,
NTNX,,,,,,,,,,,,,,,,,,
HBAN,,,,,,,,,,,,,,,,,,
TKNO,,,,,,,,,,,,,,,,,,
QQQX,,,,,,,,,,,,,,,,,,
KOPN,,,,,,,,,,,,,,,,,,
MCAAU,,,,,,,,,,,,,,,,,,
IKNA,,,,,,,,,,,,,,,,,,
CFRX,,,,,,,,,,,,,,,,,,
PIE,,,,,,,,,,,,,,,,,,
UG,,,,,,,,,,,,,,,,,,
SNSR,,,,,,,,,,,,,,,,,,
LINK,,,,,,,,,,,,,,,,,,
TMCI,,,,,,,,,,,,,,,,,,
FTSM,,,,,,,,,,,,,,,,,,
MTCH,,,,,,,,,,,,,,,,,,
SVIIU,,,,,,,,,,,,,,,,,,
FRBN,,,,,,,,,,,,,,,,,,
RVPH,,,,,,,,,,,,,,,,,,
ACET,,,,,,,,,,,,,,,,,,
CVLY,,,,,,,,,,,,,,,,,,
GFGDU,,,,,,,,,,,,,,,,,,
FCNCO,,,,,,,,,,,,,,,,,,
ARVL,,,,,,,,,,,,,,,,,,
GBBK,,,,,,,,,,,,,,,,,,
BATRA,,,,,,,,,,,,,,,,,,
RDWR,,,,,,,,,,,,,,,,,,
FLGC,,,,,,,,,,,,,,,,,,
PDD,,,,,,,,,,,,,,,,,,
OIG,,,,,,,,,,,,,,,,,,
MDB,,,,,,,,,,,,,,,,,,
DHCNL,,,,,,,,,,,,,,,,,,
ADSK,,,,,,,,,,,,,,,,,,
ALGM,,,,,,,,,,,,,,,,,,
NUBI,,,,,,,,,,,,,,,,,,
HMST,,,,,,,,,,,,,,,,,,
SHLT,,,,,,,,,,,,,,,,,,
JEWL,,,,,,,,,,,,,,,,,,
HYPR,,,,,,,,,,,,,,,,,,
IART,,,,,,,,,,,,,,,,,,
TCFC,,,,,,,,,,,,,,,,,,
NVIV,,,,,,,,,,,,,,,,,,
ZS,,,,,,,,,,,,,,,,,,
AAME,,,,,,,,,,,,,,,,,,
ASTE,,,,,,,,,,,,,,,,,,
AOGOU,,,,,,,,,,,,,,,,,,
DADA,,,,,,,,,,,,,,,,,,
CZR,,,,,,,,,,,,,,,,,,
PECO,,,,,,,,,,,,,,,,,,
APLT,,,,,,,,,,,,,,,,,,
WDFC,,,,,,,,,,,,,,,,,,
NURO,,,,,,,,,,,,,,,,,,
BLPH,,,,,,,,,,,,,,,,,,
CBNK,,,,,,,,,,,,,,,,,,
ENTF,,,,,,,,,,,,,,,,,,
SDIG,,,,,,,,,,,,,,,,,,
OMGA,,,,,,,,,,,,,,,,,,
ACGLO,,,,,,,,,,,,,,,,,,
OTEX,,,,,,,,,,,,,,,,,,
MOVE,,,,,,,,,,,,,,,,,,
ECOW,,,,,,,,,,,,,,,,,,
AMPL,,,,,,,,,,,,,,,,,,
NSPR,,,,,,,,,,,,,,,,,,
SPAQ,,,,,,,,,,,,,,,,,,
TNGX,,,,,,,,,,,,,,,,,,
CCNE,,,,,,,,,,,,,,,,,,
VISL,,,,,,,,,,,,,,,,,,
MRBK,,,,,,,,,,,,,,,,,,
WSFS,,,,,,,,,,,,,,,,,,
EVLO,,,,,,,,,,,,,,,,,,
WWACU,,,,,,,,,,,,,,,,,,
IRWD,,,,,,,,,,,,,,,,,,
QFIN,,,,,,,,,,,,,,,,,,
BJDX,,,,,,,,,,,,,,,,,,
BRAG,,,,,,,,,,,,,,,,,,
SCVL,,,,,,,,,,,,,,,,,,
NTWK,,,,,,,,,,,,,,,,,,
MAT,,,,,,,,,,,,,,,,,,
SLRC,,,,,,,,,,,,,,,,,,
PYZ,,,,,,,,,,,,,,,,,,
RIBT,,,,,,,,,,,,,,,,,,
BRKH,,,,,,,,,,,,,,,,,,
NXTG,,,,,,,,,,,,,,,,,,
OMAB,,,,,,,,,,,,,,,,,,
EDSA,,,,,,,,,,,,,,,,,,
WCBR,,,,,,,,,,,,,,,,,,
ALGN,,,,,,,,,,,,,,,,,,
CHEAU,,,,,,,,,,,,,,,,,,
FTSL,,,,,,,,,,,,,,,,,,
RIOT,,,,,,,,,,,,,,,,,,
JFIN,,,,,,,,,,,,,,,,,,
SGIIU,,,,,,,,,,,,,,,,,,
CLRC,,,,,,,,,,,,,,,,,,
NTGR,,,,,,,,,,,,,,,,,,
ACAX,,,,,,,,,,,,,,,,,,
OTTR,,,,,,,,,,,,,,,,,,
ARDX,,,,,,,,,,,,,,,,,,
CTIB,,,,,,,,,,,,,,,,,,
RKLB,,,,,,,,,,,,,,,,,,
TKLF,,,,,,,,,,,,,,,,,,
ANGI,,,,,,,,,,,,,,,,,,
IRMD,,,,,,,,,,,,,,,,,,
WINT,,,,,,,,,,,,,,,,,,
GFS,,,,,,,,,,,,,,,,,,
NVAC,,,,,,,,,,,,,,,,,,
PXLW,,,,,,,,,,,,,,,,,,
LEXX,,,,,,,,,,,,,,,,,,
MIND,,,,,,,,,,,,,,,,,,
ELBM,,,,,,,,,,,,,,,,,,
FELE,,,,,,,,,,,,,,,,,,
EDRY,,,,,,,,,,,,,,,,,,
FALN,,,,,,,,,,,,,,,,,,
AVHIU,,,,,,,,,,,,,,,,,,
BSVO,,,,,,,,,,,,,,,,,,
IBB,,,,,,,,,,,,,,,,,,
CCAP,,,,,,,,,,,,,,,,,,
MDNA,,,,,,,,,,,,,,,,,,
MTRX,,,,,,,,,,,,,,,,,,
ATRA,,,,,,,,,,,,,,,,,,
FRAF,,,,,,,,,,,,,,,,,,
ZM,,,,,,,,,,,,,,,,,,
ADN,,,,,,,,,,,,,,,,,,
VIRI,,,,,,,,,,,,,,,,,,
ENTX,,,,,,,,,,,,,,,,,,
OXSQG,,,,,,,,,,,,,,,,,,
KTTA,,,,,,,,,,,,,,,,,,
NUZE,,,,,,,,,,,,,,,,,,
CMRX,,,,,,,,,,,,,,,,,,
SNSE,,,,,,,,,,,,,,,,,,
MKUL,,,,,,,,,,,,,,,,,,
ARVR,,,,,,,,,,,,,,,,,,
SAI,,,,,,,,,,,,,,,,,,
PLCE,,,,,,,,,,,,,,,,,,
TRNR,,,,,,,,,,,,,,,,,,
GANX,,,,,,,,,,,,,,,,,,
NOVVU,,,,,,,,,,,,,,,,,,
TTMI,,,,,,,,,,,,,,,,,,
NXST,,,,,,,,,,,,,,,,,,
RTC,,,,,,,,,,,,,,,,,,
MGNI,,,,,,,,,,,,,,,,,,
VRM,,,,,,,,,,,,,,,,,,
TWIN,,,,,,,,,,,,,,,,,,
DVAX,,,,,,,,,,,,,,,,,,
TTOO,,,,,,,,,,,,,,,,,,
LMDX,,,,,,,,,,,,,,,,,,
AMZN,,,,,,,,,,,,,,,,,,
PRQR,,,,,,,,,,,,,,,,,,
ADEA,,,,,,,,,,,,,,,,,,
OFED,,,,,,,,,,,,,,,,,,
GBNY,,,,,,,,,,,,,,,,,,
PLSE,,,,,,,,,,,,,,,,,,
LOOP,,,,,,,,,,,,,,,,,,
ENSG,,,,,,,,,,,,,,,,,,
MCAGU,,,,,,,,,,,,,,,,,,
ONYXU,,,,,,,,,,,,,,,,,,
LIVB,,,,,,,,,,,,,,,,,,
RCLF,,,,,,,,,,,,,,,,,,
UTSI,,,,,,,,,,,,,,,,,,
XM,,,,,,,,,,,,,,,,,,
IGOV,,,,,,,,,,,,,,,,,,
TROW,,,,,,,,,,,,,,,,,,
CPLP,,,,,,,,,,,,,,,,,,
MURFU,,,,,,,,,,,,,,,,,,
MVLA,,,,,,,,,,,,,,,,,,
EDUT,,,,,,,,,,,,,,,,,,
SLACU,,,,,,,,,,,,,,,,,,
PULM,,,,,,,,,,,,,,,,,,
AMLI,,,,,,,,,,,,,,,,,,
SNDL,,,,,,,,,,,,,,,,,,
BPRN,,,,,,,,,,,,,,,,,,
SIRI,,,,,,,,,,,,,,,,,,
JAGX,,,,,,,,,,,,,,,,,,
FLUX,,,,,,,,,,,,,,,,,,
AVRO,,,,,,,,,,,,,,,,,,
QCLN,,,,,,,,,,,,,,,,,,
IMPL,,,,,,,,,,,,,,,,,,
HEAR,,,,,,,,,,,,,,,,,,
KRMD,,,,,,,,,,,,,,,,,,
DECA,,,,,,,,,,,,,,,,,,
MEDS,,,,,,,,,,,,,,,,,,
ALTU,,,,,,,,,,,,,,,,,,
UNIT,,,,,,,,,,,,,,,,,,
CRESY,,,,,,,,,,,,,,,,,,
LGVN,,,,,,,,,,,,,,,,,,
FOCS,,,,,,,,,,,,,,,,,,
SKYX,,,,,,,,,,,,,,,,,,
OTLK,,,,,,,,,,,,,,,,,,
SMBC,,,,,,,,,,,,,,,,,,
CEVA,,,,,,,,,,,,,,,,,,
PALI,,,,,,,,,,,,,,,,,,
APLD,,,,,,,,,,,,,,,,,,
DSEY,,,,,,,,,,,,,,,,,,
CCD,,,,,,,,,,,,,,,,,,
CEFA,,,,,,,,,,,,,,,,,,
CDRO,,,,,,,,,,,,,,,,,,
SLDP,,,,,,,,,,,,,,,,,,
VBOCU,,,,,,,,,,,,,,,,,,
INTG,,,,,,,,,,,,,,,,,,
EZGO,,,,,,,,,,,,,,,,,,
KRNY,,,,,,,,,,,,,,,,,,
PAGP,,,,,,,,,,,,,,,,,,
ATRI,,,,,,,,,,,,,,,,,,
BIOX,,,,,,,,,,,,,,,,,,
CLRG,,,,,,,,,,,,,,,,,,
HAIAU,,,,,,,,,,,,,,,,,,
ZAZZT,,,,,,,,,,,,,,,,,,
APEI,,,,,,,,,,,,,,,,,,
OGI,,,,,,,,,,,,,,,,,,
CGEM,,,,,,,,,,,,,,,,,,
EEMA,,,,,,,,,,,,,,,,,,
GFAI,,,,,,,,,,,,,,,,,,
PTF,,,,,,,,,,,,,,,,,,
BFC,,,,,,,,,,,,,,,,,,
REKR,,,,,,,,,,,,,,,,,,
OCC,,,,,,,,,,,,,,,,,,
TEDU,,,,,,,,,,,,,,,,,,
OLB,,,,,,,,,,,,,,,,,,
CODX,,,,,,,,,,,,,,,,,,
GDRX,,,,,,,,,,,,,,,,,,
EGRX,,,,,,,,,,,,,,,,,,
FNVTU,,,,,,,,,,,,,,,,,,
PFBC,,,,,,,,,,,,,,,,,,
DGHI,,,,,,,,,,,,,,,,,,
BYTSU,,,,,,,,,,,,,,,,,,
UBX,,,,,,,,,,,,,,,,,,
CSSEN,,,,,,,,,,,,,,,,,,
GFGD,,,,,,,,,,,,,,,,,,
ONCR,,,,,,,,,,,,,,,,,,
QYLD,,,,,,,,,,,,,,,,,,
CARM,,,,,,,,,,,,,,,,,,
COSM,,,,,,,,,,,,,,,,,,
LWLG,,,,,,,,,,,,,,,,,,
IDEX,,,,,,,,,,,,,,,,,,
RENEU,,,,,,,,,,,,,,,,,,
MCSE,,,,,,,,,,,,,,,,,,
SAGE,,,,,,,,,,,,,,,,,,
QRTEA,,,,,,,,,,,,,,,,,,
TBMC,,,,,,,,,,,,,,,,,,
AUTL,,,,,,,,,,,,,,,,,,
OPRA,,,,,,,,,,,,,,,,,,
RPTX,,,,,,,,,,,,,,,,,,
OZK,,,,,,,,,,,,,,,,,,
CTEC,,,,,,,,,,,,,,,,,,
DBVT,,,,,,,,,,,,,,,,,,
EWEB,,,,,,,,,,,,,,,,,,
TRIN,,,,,,,,,,,,,,,,,,
YQ,,,,,,,,,,,,,,,,,,
AMBA,,,,,,,,,,,,,,,,,,
IONS,,,,,,,,,,,,,,,,,,
AIRT,,,,,,,,,,,,,,,,,,
CXAI,,,,,,,,,,,,,,,,,,
EWZS,,,,,,,,,,,,,,,,,,
QCOM,,,,,,,,,,,,,,,,,,
HIFS,,,,,,,,,,,,,,,,,,
GP,,,,,,,,,,,,,,,,,,
MARPS,,,,,,,,,,,,,,,,,,
OBLG,,,,,,,,,,,,,,,,,,
BWCAU,,,,,,,,,,,,,,,,,,
CNXC,,,,,,,,,,,,,,,,,,
FOSLL,,,,,,,,,,,,,,,,,,
BNTX,,,,,,,,,,,,,,,,,,
SSIC,,,,,,,,,,,,,,,,,,
LBTYB,,,,,,,,,,,,,,,,,,
CNET,,,,,,,,,,,,,,,,,,
GAME,,,,,,,,,,,,,,,,,,
FEAM,,,,,,,,,,,,,,,,,,
SHPH,,,,,,,,,,,,,,,,,,
ATIF,,,,,,,,,,,,,,,,,,
CALB,,,,,,,,,,,,,,,,,,
PAYS,,,,,,,,,,,,,,,,,,
GMFIU,,,,,,,,,,,,,,,,,,
NRIM,,,,,,,,,,,,,,,,,,
IFGL,,,,,,,,,,,,,,,,,,
FNCB,,,,,,,,,,,,,,,,,,
MIRO,,,,,,,,,,,,,,,,,,
TTSH,,,,,,,,,,,,,,,,,,
PEY,,,,,,,,,,,,,,,,,,
GPACU,,,,,,,,,,,,,,,,,,
AKYA,,,,,,,,,,,,,,,,,,
LGND,,,,,,,,,,,,,,,,,,
LIVN,,,,,,,,,,,,,,,,,,
PRME,,,,,,,,,,,,,,,,,,
ARIZ,,,,,,,,,,,,,,,,,,
AGNC,,,,,,,,,,,,,,,,,,
TXG,,,,,,,,,,,,,,,,,,
RENT,,,,,,,,,,,,,,,,,,
QRHC,,,,,,,,,,,,,,,,,,
CIZ,,,,,,,,,,,,,,,,,,
AVDX,,,,,,,,,,,,,,,,,,
CSLMU,,,,,,,,,,,,,,,,,,
RILYM,,,,,,,,,,,,,,,,,,
IEF,,,,,,,,,,,,,,,,,,
HIMX,,,,,,,,,,,,,,,,,,
BKCC,,,,,,,,,,,,,,,,,,
BATRK,,,,,,,,,,,,,,,,,,
SHBI,,,,,,,,,,,,,,,,,,
FGMCU,,,,,,,,,,,,,,,,,,
ROKU,,,,,,,,,,,,,,,,,,
MOBQ,,,,,,,,,,,,,,,,,,
ARTNA,,,,,,,,,,,,,,,,,,
COFS,,,,,,,,,,,,,,,,,,
IGF,,,,,,,,,,,,,,,,,,
AVTX,,,,,,,,,,,,,,,,,,
PGJ,,,,,,,,,,,,,,,,,,
ZJYL,,,,,,,,,,,,,,,,,,
QLGN,,,,,,,,,,,,,,,,,,
IEP,,,,,,,,,,,,,,,,,,
BMEA,,,,,,,,,,,,,,,,,,
UPTD,,,,,,,,,,,,,,,,,,
FLN,,,,,,,,,,,,,,,,,,
HLIT,,,,,,,,,,,,,,,,,,
CLOU,,,,,,,,,,,,,,,,,,
RDFN,,,,,,,,,,,,,,,,,,
GDHG,,,,,,,,,,,,,,,,,,
NOVT,,,,,,,,,,,,,,,,,,
PHO,,,,,,,,,,,,,,,,,,
SMMT,,,,,,,,,,,,,,,,,,
ALGT,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,
FYX,,,,,,,,,,,,,,,,,,
AZTA,,,,,,,,,,,,,,,,,,
SNCY,,,,,,,,,,,,,,,,,,
KOSS,,,,,,,,,,,,,,,,,,
APXI,,,,,,,,,,,,,,,,,,
NIU,,,,,,,,,,,,,,,,,,
SFIX,,,,,,,,,,,,,,,,,,
INAQU,,,,,,,,,,,,,,,,,,
SISI,,,,,,,,,,,,,,,,,,
BNDW,,,,,,,,,,,,,,,,,,
INTE,,,,,,,,,,,,,,,,,,
CIRC,,,,,,,,,,,,,,,,,,
YGF,,,,,,,,,,,,,,,,,,
AMAL,,,,,,,,,,,,,,,,,,
IFRX,,,,,,,,,,,,,,,,,,
RUTH,,,,,,,,,,,,,,,,,,
MEOAU,,,,,,,,,,,,,,,,,,
ZNTL,,,,,,,,,,,,,,,,,,
BLDP,,,,,,,,,,,,,,,,,,
SONO,,,,,,,,,,,,,,,,,,
BAND,,,,,,,,,,,,,,,,,,
CATC,,,,,,,,,,,,,,,,,,
VERX,,,,,,,,,,,,,,,,,,
CAC,,,,,,,,,,,,,,,,,,
BSJU,,,,,,,,,,,,,,,,,,
RWLK,,,,,,,,,,,,,,,,,,
SAIA,,,,,,,,,,,,,,,,,,
TMTCU,,,,,,,,,,,,,,,,,,
SHCR,,,,,,,,,,,,,,,,,,
LUNR,,,,,,,,,,,,,,,,,,
HTLD,,,,,,,,,,,,,,,,,,
FMHI,,,,,,,,,,,,,,,,,,
FHLT,,,,,,,,,,,,,,,,,,
NATI,,,,,,,,,,,,,,,,,,
POWW,,,,,,,,,,,,,,,,,,
SCKT,,,,,,,,,,,,,,,,,,
ATVI,,,,,,,,,,,,,,,,,,
EMKR,,,,,,,,,,,,,,,,,,
BLUE,,,,,,,,,,,,,,,,,,
VIVK,,,,,,,,,,,,,,,,,,
MILN,,,,,,,,,,,,,,,,,,
TNDM,,,,,,,,,,,,,,,,,,
AIMBU,,,,,,,,,,,,,,,,,,
IROQ,,,,,,,,,,,,,,,,,,
GLBZ,,,,,,,,,,,,,,,,,,
ISUN,,,,,,,,,,,,,,,,,,
IMBIL,,,,,,,,,,,,,,,,,,
SVA,,,,,,,,,,,,,,,,,,
POAI,,,,,,,,,,,,,,,,,,
FOXA,,,,,,,,,,,,,,,,,,
AEP,,,,,,,,,,,,,,,,,,
GLDD,,,,,,,,,,,,,,,,,,
ATAKU,,,,,,,,,,,,,,,,,,
CIVB,,,,,,,,,,,,,,,,,,
FUSB,,,,,,,,,,,,,,,,,,
HBANM,,,,,,,,,,,,,,,,,,
SBUX,,,,,,,,,,,,,,,,,,
KRON,,,,,,,,,,,,,,,,,,
SOHON,,,,,,,,,,,,,,,,,,
TOUR,,,,,,,,,,,,,,,,,,
RPID,,,,,,,,,,,,,,,,,,
HALO,,,,,,,,,,,,,,,,,,
DOYU,,,,,,,,,,,,,,,,,,
SGC,,,,,,,,,,,,,,,,,,
ULCC,,,,,,,,,,,,,,,,,,
GLBE,,,,,,,,,,,,,,,,,,
ALLO,,,,,,,,,,,,,,,,,,
PPHP,,,,,,,,,,,,,,,,,,
IMOS,,,,,,,,,,,,,,,,,,
INM,,,,,,,,,,,,,,,,,,
GRNR,,,,,,,,,,,,,,,,,,
WIX,,,,,,,,,,,,,,,,,,
CHRD,,,,,,,,,,,,,,,,,,
VLGEA,,,,,,,,,,,,,,,,,,
FLFVU,,,,,,,,,,,,,,,,,,
GO,,,,,,,,,,,,,,,,,,
