,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
TRDA,,,,,,,,,,,,,,,,,,
ABUS,,,,,,,,,,,,,,,,,,
AGM$E,,,,,,,,,,,,,,,,,,
VOO,,,,,,,,,,,,,,,,,,
WWE,,,,,,,,,,,,,,,,,,
BEP$A,,,,,,,,,,,,,,,,,,
KRMD,,,,,,,,,,,,,,,,,,
CPRX,,,,,,,,,,,,,,,,,,
ATI,,,,,,,,,,,,,,,,,,
EQAL,,,,,,,,,,,,,,,,,,
PBF,,,,,,,,,,,,,,,,,,
EQC,,,,,,,,,,,,,,,,,,
EFC,,,,,,,,,,,,,,,,,,
HAP,,,,,,,,,,,,,,,,,,
DHCAU,,,,,,,,,,,,,,,,,,
CEE,,,,,,,,,,,,,,,,,,
NRP,,,,,,,,,,,,,,,,,,
ASRV,,,,,,,,,,,,,,,,,,
FLFR,,,,,,,,,,,,,,,,,,
WTM,,,,,,,,,,,,,,,,,,
PBI,,,,,,,,,,,,,,,,,,
WBD,,,,,,,,,,,,,,,,,,
DTRE,,,,,,,,,,,,,,,,,,
MUR,,,,,,,,,,,,,,,,,,
RE,,,,,,,,,,,,,,,,,,
IPX,,,,,,,,,,,,,,,,,,
CCAI,,,,,,,,,,,,,,,,,,
GLAD,,,,,,,,,,,,,,,,,,
INDA,,,,,,,,,,,,,,,,,,
SPVU,,,,,,,,,,,,,,,,,,
CEW,,,,,,,,,,,,,,,,,,
IVCP,,,,,,,,,,,,,,,,,,
BPYPM,,,,,,,,,,,,,,,,,,
CRON,,,,,,,,,,,,,,,,,,
ACAX,,,,,,,,,,,,,,,,,,
SRS,,,,,,,,,,,,,,,,,,
INSG,,,,,,,,,,,,,,,,,,
NEN,,,,,,,,,,,,,,,,,,
MIDU,,,,,,,,,,,,,,,,,,
APPS,,,,,,,,,,,,,,,,,,
BFRG,,,,,,,,,,,,,,,,,,
ENPH,,,,,,,,,,,,,,,,,,
ASGI,,,,,,,,,,,,,,,,,,
ONCS,,,,,,,,,,,,,,,,,,
XLU,,,,,,,,,,,,,,,,,,
NFYS,,,,,,,,,,,,,,,,,,
HVT,,,,,,,,,,,,,,,,,,
EPHE,,,,,,,,,,,,,,,,,,
CPSH,,,,,,,,,,,,,,,,,,
DFNL,,,,,,,,,,,,,,,,,,
VOR,,,,,,,,,,,,,,,,,,
MOND,,,,,,,,,,,,,,,,,,
QLTA,,,,,,,,,,,,,,,,,,
NN,,,,,,,,,,,,,,,,,,
EOG,,,,,,,,,,,,,,,,,,
OBND,,,,,,,,,,,,,,,,,,
CJJD,,,,,,,,,,,,,,,,,,
CRK,,,,,,,,,,,,,,,,,,
SXTC,,,,,,,,,,,,,,,,,,
PEBK,,,,,,,,,,,,,,,,,,
MBTC,,,,,,,,,,,,,,,,,,
NMZ,,,,,,,,,,,,,,,,,,
SIGA,,,,,,,,,,,,,,,,,,
CHTR,,,,,,,,,,,,,,,,,,
EVGR,,,,,,,,,,,,,,,,,,
YMM,,,,,,,,,,,,,,,,,,
EOSE,,,,,,,,,,,,,,,,,,
TBF,,,,,,,,,,,,,,,,,,
CANO,,,,,,,,,,,,,,,,,,
BSAC,,,,,,,,,,,,,,,,,,
LRCX,,,,,,,,,,,,,,,,,,
ATXI,,,,,,,,,,,,,,,,,,
QUBT,,,,,,,,,,,,,,,,,,
EQOP,,,,,,,,,,,,,,,,,,
ESP,,,,,,,,,,,,,,,,,,
EPV,,,,,,,,,,,,,,,,,,
TTCF,,,,,,,,,,,,,,,,,,
SHLT,,,,,,,,,,,,,,,,,,
KROS,,,,,,,,,,,,,,,,,,
TALS,,,,,,,,,,,,,,,,,,
FNWD,,,,,,,,,,,,,,,,,,
MOHR,,,,,,,,,,,,,,,,,,
USAI,,,,,,,,,,,,,,,,,,
HYXU,,,,,,,,,,,,,,,,,,
HYB,,,,,,,,,,,,,,,,,,
BYN,,,,,,,,,,,,,,,,,,
VC,,,,,,,,,,,,,,,,,,
HNNAZ,,,,,,,,,,,,,,,,,,
RF$B,,,,,,,,,,,,,,,,,,
WVVI,,,,,,,,,,,,,,,,,,
GCI,,,,,,,,,,,,,,,,,,
IHY,,,,,,,,,,,,,,,,,,
EYEN,,,,,,,,,,,,,,,,,,
MRVL,,,,,,,,,,,,,,,,,,
FROG,,,,,,,,,,,,,,,,,,
UGL,,,,,,,,,,,,,,,,,,
VERI,,,,,,,,,,,,,,,,,,
CASH,,,,,,,,,,,,,,,,,,
AKRO,,,,,,,,,,,,,,,,,,
FLYW,,,,,,,,,,,,,,,,,,
NCV,,,,,,,,,,,,,,,,,,
TRNO,,,,,,,,,,,,,,,,,,
ABNB,,,,,,,,,,,,,,,,,,
GIM,,,,,,,,,,,,,,,,,,
CZR,,,,,,,,,,,,,,,,,,
SPDV,,,,,,,,,,,,,,,,,,
ERY,,,,,,,,,,,,,,,,,,
NPAB,,,,,,,,,,,,,,,,,,
ESGD,,,,,,,,,,,,,,,,,,
OAEM,,,,,,,,,,,,,,,,,,
DHCNL,,,,,,,,,,,,,,,,,,
INFR,,,,,,,,,,,,,,,,,,
EL,,,,,,,,,,,,,,,,,,
BFH,,,,,,,,,,,,,,,,,,
TSME,,,,,,,,,,,,,,,,,,
DNLI,,,,,,,,,,,,,,,,,,
IJK,,,,,,,,,,,,,,,,,,
XJUN,,,,,,,,,,,,,,,,,,
YORW,,,,,,,,,,,,,,,,,,
EMCG,,,,,,,,,,,,,,,,,,
TSHA,,,,,,,,,,,,,,,,,,
HON,,,,,,,,,,,,,,,,,,
PAB,,,,,,,,,,,,,,,,,,
PKB,,,,,,,,,,,,,,,,,,
CRPT,,,,,,,,,,,,,,,,,,
AIU,,,,,,,,,,,,,,,,,,
BNDI,,,,,,,,,,,,,,,,,,
NTIC,,,,,,,,,,,,,,,,,,
DFEB,,,,,,,,,,,,,,,,,,
IHF,,,,,,,,,,,,,,,,,,
EPRF,,,,,,,,,,,,,,,,,,
ENOR,,,,,,,,,,,,,,,,,,
DSS,,,,,,,,,,,,,,,,,,
STRC,,,,,,,,,,,,,,,,,,
UPH,,,,,,,,,,,,,,,,,,
IPAR,,,,,,,,,,,,,,,,,,
AMLP,,,,,,,,,,,,,,,,,,
TSI,,,,,,,,,,,,,,,,,,
UMMA,,,,,,,,,,,,,,,,,,
OPK,,,,,,,,,,,,,,,,,,
SHUAU,,,,,,,,,,,,,,,,,,
CHIM,,,,,,,,,,,,,,,,,,
EQWL,,,,,,,,,,,,,,,,,,
METX,,,,,,,,,,,,,,,,,,
FBNC,,,,,,,,,,,,,,,,,,
FBZ,,,,,,,,,,,,,,,,,,
GMUN,,,,,,,,,,,,,,,,,,
URNM,,,,,,,,,,,,,,,,,,
NMIH,,,,,,,,,,,,,,,,,,
DFIP,,,,,,,,,,,,,,,,,,
DPCSU,,,,,,,,,,,,,,,,,,
GECCO,,,,,,,,,,,,,,,,,,
BIT,,,,,,,,,,,,,,,,,,
HBANM,,,,,,,,,,,,,,,,,,
GLTA.U,,,,,,,,,,,,,,,,,,
KALV,,,,,,,,,,,,,,,,,,
GDEN,,,,,,,,,,,,,,,,,,
CWD,,,,,,,,,,,,,,,,,,
GABF,,,,,,,,,,,,,,,,,,
BRC,,,,,,,,,,,,,,,,,,
DKL,,,,,,,,,,,,,,,,,,
WISA,,,,,,,,,,,,,,,,,,
EMD,,,,,,,,,,,,,,,,,,
DHAC,,,,,,,,,,,,,,,,,,
FVD,,,,,,,,,,,,,,,,,,
SRL,,,,,,,,,,,,,,,,,,
JVA,,,,,,,,,,,,,,,,,,
CTKB,,,,,,,,,,,,,,,,,,
EFC$A,,,,,,,,,,,,,,,,,,
EGGF.U,,,,,,,,,,,,,,,,,,
CARS,,,,,,,,,,,,,,,,,,
XLF,,,,,,,,,,,,,,,,,,
AOGO,,,,,,,,,,,,,,,,,,
AWH,,,,,,,,,,,,,,,,,,
CMDT,,,,,,,,,,,,,,,,,,
HAUZ,,,,,,,,,,,,,,,,,,
SJ,,,,,,,,,,,,,,,,,,
SPCX,,,,,,,,,,,,,,,,,,
PPI,,,,,,,,,,,,,,,,,,
ADME,,,,,,,,,,,,,,,,,,
PMX,,,,,,,,,,,,,,,,,,
TRGP,,,,,,,,,,,,,,,,,,
APLS,,,,,,,,,,,,,,,,,,
FLYU,,,,,,,,,,,,,,,,,,
BEDU,,,,,,,,,,,,,,,,,,
LNTH,,,,,,,,,,,,,,,,,,
THCX,,,,,,,,,,,,,,,,,,
MAMB,,,,,,,,,,,,,,,,,,
HKD,,,,,,,,,,,,,,,,,,
ZBRA,,,,,,,,,,,,,,,,,,
DMXF,,,,,,,,,,,,,,,,,,
GEVO,,,,,,,,,,,,,,,,,,
BEPC,,,,,,,,,,,,,,,,,,
CVLY,,,,,,,,,,,,,,,,,,
LBRDA,,,,,,,,,,,,,,,,,,
TROO,,,,,,,,,,,,,,,,,,
PGNY,,,,,,,,,,,,,,,,,,
NCPL,,,,,,,,,,,,,,,,,,
ALSA,,,,,,,,,,,,,,,,,,
CDW,,,,,,,,,,,,,,,,,,
JHID,,,,,,,,,,,,,,,,,,
GFL,,,,,,,,,,,,,,,,,,
RCMT,,,,,,,,,,,,,,,,,,
ACWI,,,,,,,,,,,,,,,,,,
GAN,,,,,,,,,,,,,,,,,,
DFAT,,,,,,,,,,,,,,,,,,
PAWZ,,,,,,,,,,,,,,,,,,
RILYZ,,,,,,,,,,,,,,,,,,
SEER,,,,,,,,,,,,,,,,,,
SWSSU,,,,,,,,,,,,,,,,,,
WGRO,,,,,,,,,,,,,,,,,,
VICI,,,,,,,,,,,,,,,,,,
TIPX,,,,,,,,,,,,,,,,,,
RGTI,,,,,,,,,,,,,,,,,,
PIII,,,,,,,,,,,,,,,,,,
RCI,,,,,,,,,,,,,,,,,,
MIXT,,,,,,,,,,,,,,,,,,
OSI.U,,,,,,,,,,,,,,,,,,
TTMI,,,,,,,,,,,,,,,,,,
SYUS,,,,,,,,,,,,,,,,,,
INSW,,,,,,,,,,,,,,,,,,
EXI,,,,,,,,,,,,,,,,,,
KESG,,,,,,,,,,,,,,,,,,
PERF,,,,,,,,,,,,,,,,,,
PSF,,,,,,,,,,,,,,,,,,
VPU,,,,,,,,,,,,,,,,,,
BIMI,,,,,,,,,,,,,,,,,,
FFIE,,,,,,,,,,,,,,,,,,
QID,,,,,,,,,,,,,,,,,,
OAIM,,,,,,,,,,,,,,,,,,
PIFI,,,,,,,,,,,,,,,,,,
UCAR,,,,,,,,,,,,,,,,,,
RENN,,,,,,,,,,,,,,,,,,
NXN,,,,,,,,,,,,,,,,,,
NDJI,,,,,,,,,,,,,,,,,,
TROX,,,,,,,,,,,,,,,,,,
BRW,,,,,,,,,,,,,,,,,,
CLOEU,,,,,,,,,,,,,,,,,,
MSBI,,,,,,,,,,,,,,,,,,
PEG,,,,,,,,,,,,,,,,,,
CMCL,,,,,,,,,,,,,,,,,,
VPV,,,,,,,,,,,,,,,,,,
EQRX,,,,,,,,,,,,,,,,,,
BKIV,,,,,,,,,,,,,,,,,,
EIGR,,,,,,,,,,,,,,,,,,
NVAX,,,,,,,,,,,,,,,,,,
DLX,,,,,,,,,,,,,,,,,,
MCO,,,,,,,,,,,,,,,,,,
FSBD,,,,,,,,,,,,,,,,,,
RILYG,,,,,,,,,,,,,,,,,,
LESL,,,,,,,,,,,,,,,,,,
DFIN,,,,,,,,,,,,,,,,,,
DRSK,,,,,,,,,,,,,,,,,,
UK,,,,,,,,,,,,,,,,,,
WEL.U,,,,,,,,,,,,,,,,,,
VOTE,,,,,,,,,,,,,,,,,,
CFFEU,,,,,,,,,,,,,,,,,,
NRG,,,,,,,,,,,,,,,,,,
FNGS,,,,,,,,,,,,,,,,,,
EXAI,,,,,,,,,,,,,,,,,,
BCBP,,,,,,,,,,,,,,,,,,
AUSF,,,,,,,,,,,,,,,,,,
HLF,,,,,,,,,,,,,,,,,,
BN,,,,,,,,,,,,,,,,,,
XENE,,,,,,,,,,,,,,,,,,
HTFC,,,,,,,,,,,,,,,,,,
EGIS,,,,,,,,,,,,,,,,,,
BROS,,,,,,,,,,,,,,,,,,
DGICA,,,,,,,,,,,,,,,,,,
BK,,,,,,,,,,,,,,,,,,
USFD,,,,,,,,,,,,,,,,,,
SPSM,,,,,,,,,,,,,,,,,,
BH.A,,,,,,,,,,,,,,,,,,
PBTS,,,,,,,,,,,,,,,,,,
BFOR,,,,,,,,,,,,,,,,,,
SQL,,,,,,,,,,,,,,,,,,
TSLY,,,,,,,,,,,,,,,,,,
PTPI,,,,,,,,,,,,,,,,,,
DMAY,,,,,,,,,,,,,,,,,,
HYDB,,,,,,,,,,,,,,,,,,
ADTX,,,,,,,,,,,,,,,,,,
EDSA,,,,,,,,,,,,,,,,,,
VFMV,,,,,,,,,,,,,,,,,,
GRNT,,,,,,,,,,,,,,,,,,
TWIN,,,,,,,,,,,,,,,,,,
ALBT,,,,,,,,,,,,,,,,,,
MAC,,,,,,,,,,,,,,,,,,
PMT,,,,,,,,,,,,,,,,,,
CCRN,,,,,,,,,,,,,,,,,,
FDIS,,,,,,,,,,,,,,,,,,
HDEF,,,,,,,,,,,,,,,,,,
HGER,,,,,,,,,,,,,,,,,,
BWMX,,,,,,,,,,,,,,,,,,
ZEV,,,,,,,,,,,,,,,,,,
ANGL,,,,,,,,,,,,,,,,,,
BKD,,,,,,,,,,,,,,,,,,
ZDGE,,,,,,,,,,,,,,,,,,
SMLR,,,,,,,,,,,,,,,,,,
AX,,,,,,,,,,,,,,,,,,
MOS,,,,,,,,,,,,,,,,,,
NUDV,,,,,,,,,,,,,,,,,,
NKX,,,,,,,,,,,,,,,,,,
ETB,,,,,,,,,,,,,,,,,,
AESI,,,,,,,,,,,,,,,,,,
SINT,,,,,,,,,,,,,,,,,,
UPTD,,,,,,,,,,,,,,,,,,
MA,,,,,,,,,,,,,,,,,,
FFTG,,,,,,,,,,,,,,,,,,
EES,,,,,,,,,,,,,,,,,,
OCEN,,,,,,,,,,,,,,,,,,
GL$D,,,,,,,,,,,,,,,,,,
CDR$C,,,,,,,,,,,,,,,,,,
AFK,,,,,,,,,,,,,,,,,,
BOKF,,,,,,,,,,,,,,,,,,
PYXS,,,,,,,,,,,,,,,,,,
XNCR,,,,,,,,,,,,,,,,,,
MUST,,,,,,,,,,,,,,,,,,
EVLV,,,,,,,,,,,,,,,,,,
YELL,,,,,,,,,,,,,,,,,,
HEAT,,,,,,,,,,,,,,,,,,
BAC$L,,,,,,,,,,,,,,,,,,
IFRA,,,,,,,,,,,,,,,,,,
RC,,,,,,,,,,,,,,,,,,
LZB,,,,,,,,,,,,,,,,,,
SSNT,,,,,,,,,,,,,,,,,,
PSEC$A,,,,,,,,,,,,,,,,,,
VNET,,,,,,,,,,,,,,,,,,
AMND,,,,,,,,,,,,,,,,,,
GMBLZ,,,,,,,,,,,,,,,,,,
CBSE,,,,,,,,,,,,,,,,,,
IMOS,,,,,,,,,,,,,,,,,,
BGR,,,,,,,,,,,,,,,,,,
LUNG,,,,,,,,,,,,,,,,,,
IFF,,,,,,,,,,,,,,,,,,
OSTK,,,,,,,,,,,,,,,,,,
DNB,,,,,,,,,,,,,,,,,,
FMX,,,,,,,,,,,,,,,,,,
ORTX,,,,,,,,,,,,,,,,,,
VTWV,,,,,,,,,,,,,,,,,,
BMRA,,,,,,,,,,,,,,,,,,
MHLD,,,,,,,,,,,,,,,,,,
ACM,,,,,,,,,,,,,,,,,,
DLN,,,,,,,,,,,,,,,,,,
APEI,,,,,,,,,,,,,,,,,,
TARO,,,,,,,,,,,,,,,,,,
HIVE,,,,,,,,,,,,,,,,,,
WFC$C,,,,,,,,,,,,,,,,,,
PENN,,,,,,,,,,,,,,,,,,
FDP,,,,,,,,,,,,,,,,,,
NHTC,,,,,,,,,,,,,,,,,,
GEHC,,,,,,,,,,,,,,,,,,
SPLB,,,,,,,,,,,,,,,,,,
DBE,,,,,,,,,,,,,,,,,,
STM,,,,,,,,,,,,,,,,,,
GWW,,,,,,,,,,,,,,,,,,
MINM,,,,,,,,,,,,,,,,,,
SPHY,,,,,,,,,,,,,,,,,,
STHO,,,,,,,,,,,,,,,,,,
VCSH,,,,,,,,,,,,,,,,,,
BCPC,,,,,,,,,,,,,,,,,,
RTLPO,,,,,,,,,,,,,,,,,,
PJP,,,,,,,,,,,,,,,,,,
BKWO,,,,,,,,,,,,,,,,,,
CTV,,,,,,,,,,,,,,,,,,
HMA,,,,,,,,,,,,,,,,,,
CLNR,,,,,,,,,,,,,,,,,,
ETN,,,,,,,,,,,,,,,,,,
HSMV,,,,,,,,,,,,,,,,,,
AMAX,,,,,,,,,,,,,,,,,,
IBDS,,,,,,,,,,,,,,,,,,
INDT,,,,,,,,,,,,,,,,,,
TYRA,,,,,,,,,,,,,,,,,,
MRTX,,,,,,,,,,,,,,,,,,
PIAI.U,,,,,,,,,,,,,,,,,,
RAPT,,,,,,,,,,,,,,,,,,
ESPO,,,,,,,,,,,,,,,,,,
IMTX,,,,,,,,,,,,,,,,,,
IMVT,,,,,,,,,,,,,,,,,,
SPLP,,,,,,,,,,,,,,,,,,
WU,,,,,,,,,,,,,,,,,,
IAUX,,,,,,,,,,,,,,,,,,
RSP,,,,,,,,,,,,,,,,,,
GCTK,,,,,,,,,,,,,,,,,,
IPSC,,,,,,,,,,,,,,,,,,
HCM,,,,,,,,,,,,,,,,,,
FQAL,,,,,,,,,,,,,,,,,,
NUSI,,,,,,,,,,,,,,,,,,
PMO,,,,,,,,,,,,,,,,,,
META,,,,,,,,,,,,,,,,,,
VECO,,,,,,,,,,,,,,,,,,
MDU,,,,,,,,,,,,,,,,,,
JMM,,,,,,,,,,,,,,,,,,
EARN,,,,,,,,,,,,,,,,,,
XLO,,,,,,,,,,,,,,,,,,
SELF,,,,,,,,,,,,,,,,,,
SMN,,,,,,,,,,,,,,,,,,
DLTH,,,,,,,,,,,,,,,,,,
EQH$A,,,,,,,,,,,,,,,,,,
AMS,,,,,,,,,,,,,,,,,,
COP,,,,,,,,,,,,,,,,,,
RNR$F,,,,,,,,,,,,,,,,,,
MTA,,,,,,,,,,,,,,,,,,
CLSK,,,,,,,,,,,,,,,,,,
SSY,,,,,,,,,,,,,,,,,,
RING,,,,,,,,,,,,,,,,,,
DMS,,,,,,,,,,,,,,,,,,
IROQ,,,,,,,,,,,,,,,,,,
SEPA,,,,,,,,,,,,,,,,,,
UGE,,,,,,,,,,,,,,,,,,
PJFV,,,,,,,,,,,,,,,,,,
SWAN,,,,,,,,,,,,,,,,,,
HUBC,,,,,,,,,,,,,,,,,,
HNRA,,,,,,,,,,,,,,,,,,
INMU,,,,,,,,,,,,,,,,,,
VLT,,,,,,,,,,,,,,,,,,
CAH,,,,,,,,,,,,,,,,,,
AIN,,,,,,,,,,,,,,,,,,
RQI,,,,,,,,,,,,,,,,,,
TPX,,,,,,,,,,,,,,,,,,
BKT,,,,,,,,,,,,,,,,,,
DLPN,,,,,,,,,,,,,,,,,,
IWV,,,,,,,,,,,,,,,,,,
GWAV,,,,,,,,,,,,,,,,,,
IEMG,,,,,,,,,,,,,,,,,,
SYF,,,,,,,,,,,,,,,,,,
IMTM,,,,,,,,,,,,,,,,,,
OCAXU,,,,,,,,,,,,,,,,,,
CGRN,,,,,,,,,,,,,,,,,,
TENKU,,,,,,,,,,,,,,,,,,
AOA,,,,,,,,,,,,,,,,,,
FCTR,,,,,,,,,,,,,,,,,,
FFC,,,,,,,,,,,,,,,,,,
ASC,,,,,,,,,,,,,,,,,,
KNSW,,,,,,,,,,,,,,,,,,
AULT$D,,,,,,,,,,,,,,,,,,
AL$A,,,,,,,,,,,,,,,,,,
ASEA,,,,,,,,,,,,,,,,,,
F$B,,,,,,,,,,,,,,,,,,
FIAX,,,,,,,,,,,,,,,,,,
HWKZ.U,,,,,,,,,,,,,,,,,,
ZIVO,,,,,,,,,,,,,,,,,,
HMOP,,,,,,,,,,,,,,,,,,
PZA,,,,,,,,,,,,,,,,,,
VIST,,,,,,,,,,,,,,,,,,
SCS,,,,,,,,,,,,,,,,,,
AVRE,,,,,,,,,,,,,,,,,,
UPLD,,,,,,,,,,,,,,,,,,
GSIG,,,,,,,,,,,,,,,,,,
SHY,,,,,,,,,,,,,,,,,,
MKUL,,,,,,,,,,,,,,,,,,
AAPU,,,,,,,,,,,,,,,,,,
WBND,,,,,,,,,,,,,,,,,,
ACGN,,,,,,,,,,,,,,,,,,
CETY,,,,,,,,,,,,,,,,,,
PUI,,,,,,,,,,,,,,,,,,
SGLY,,,,,,,,,,,,,,,,,,
SDACU,,,,,,,,,,,,,,,,,,
BNIX,,,,,,,,,,,,,,,,,,
TAFI,,,,,,,,,,,,,,,,,,
VXRT,,,,,,,,,,,,,,,,,,
WAL,,,,,,,,,,,,,,,,,,
QGRW,,,,,,,,,,,,,,,,,,
ONEY,,,,,,,,,,,,,,,,,,
CTO$A,,,,,,,,,,,,,,,,,,
XSMO,,,,,,,,,,,,,,,,,,
KTF,,,,,,,,,,,,,,,,,,
LKOR,,,,,,,,,,,,,,,,,,
AIVI,,,,,,,,,,,,,,,,,,
CHIQ,,,,,,,,,,,,,,,,,,
PRLD,,,,,,,,,,,,,,,,,,
DOOO,,,,,,,,,,,,,,,,,,
THRN,,,,,,,,,,,,,,,,,,
GOF,,,,,,,,,,,,,,,,,,
ALIM,,,,,,,,,,,,,,,,,,
USAP,,,,,,,,,,,,,,,,,,
UPTDU,,,,,,,,,,,,,,,,,,
OWLT,,,,,,,,,,,,,,,,,,
VXUS,,,,,,,,,,,,,,,,,,
VNO,,,,,,,,,,,,,,,,,,
OCTW,,,,,,,,,,,,,,,,,,
GB,,,,,,,,,,,,,,,,,,
MEDX,,,,,,,,,,,,,,,,,,
HCSG,,,,,,,,,,,,,,,,,,
RSPR,,,,,,,,,,,,,,,,,,
URGN,,,,,,,,,,,,,,,,,,
LSBK,,,,,,,,,,,,,,,,,,
ULE,,,,,,,,,,,,,,,,,,
SPMO,,,,,,,,,,,,,,,,,,
KORP,,,,,,,,,,,,,,,,,,
XHR,,,,,,,,,,,,,,,,,,
KRKR,,,,,,,,,,,,,,,,,,
LONZ,,,,,,,,,,,,,,,,,,
ECH,,,,,,,,,,,,,,,,,,
OKTA,,,,,,,,,,,,,,,,,,
NGL$B,,,,,,,,,,,,,,,,,,
AHG,,,,,,,,,,,,,,,,,,
LSXMB,,,,,,,,,,,,,,,,,,
LYFE,,,,,,,,,,,,,,,,,,
IDVO,,,,,,,,,,,,,,,,,,
FRBNU,,,,,,,,,,,,,,,,,,
VCIF,,,,,,,,,,,,,,,,,,
WD,,,,,,,,,,,,,,,,,,
OCFT,,,,,,,,,,,,,,,,,,
PORT,,,,,,,,,,,,,,,,,,
DALI,,,,,,,,,,,,,,,,,,
RDW,,,,,,,,,,,,,,,,,,
SHFS,,,,,,,,,,,,,,,,,,
EELV,,,,,,,,,,,,,,,,,,
EDIT,,,,,,,,,,,,,,,,,,
RSPD,,,,,,,,,,,,,,,,,,
PPYA,,,,,,,,,,,,,,,,,,
CIK,,,,,,,,,,,,,,,,,,
PDFS,,,,,,,,,,,,,,,,,,
BNY,,,,,,,,,,,,,,,,,,
OCUP,,,,,,,,,,,,,,,,,,
LHX,,,,,,,,,,,,,,,,,,
ALL$H,,,,,,,,,,,,,,,,,,
PBI$B,,,,,,,,,,,,,,,,,,
LVWR,,,,,,,,,,,,,,,,,,
HFRO,,,,,,,,,,,,,,,,,,
NARI,,,,,,,,,,,,,,,,,,
WLY,,,,,,,,,,,,,,,,,,
LAD,,,,,,,,,,,,,,,,,,
ZUO,,,,,,,,,,,,,,,,,,
SAN,,,,,,,,,,,,,,,,,,
VIRC,,,,,,,,,,,,,,,,,,
UGRO,,,,,,,,,,,,,,,,,,
BSMP,,,,,,,,,,,,,,,,,,
DMAT,,,,,,,,,,,,,,,,,,
IWS,,,,,,,,,,,,,,,,,,
MQY,,,,,,,,,,,,,,,,,,
PCN,,,,,,,,,,,,,,,,,,
EVA,,,,,,,,,,,,,,,,,,
TBCP,,,,,,,,,,,,,,,,,,
DUKB,,,,,,,,,,,,,,,,,,
LVO,,,,,,,,,,,,,,,,,,
ACR$D,,,,,,,,,,,,,,,,,,
MS$I,,,,,,,,,,,,,,,,,,
LABP,,,,,,,,,,,,,,,,,,
NXE,,,,,,,,,,,,,,,,,,
RENW,,,,,,,,,,,,,,,,,,
REVG,,,,,,,,,,,,,,,,,,
UZF,,,,,,,,,,,,,,,,,,
HROWM,,,,,,,,,,,,,,,,,,
STZ,,,,,,,,,,,,,,,,,,
VERA,,,,,,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,
BLMN,,,,,,,,,,,,,,,,,,
AWI,,,,,,,,,,,,,,,,,,
AGNC,,,,,,,,,,,,,,,,,,
SKM,,,,,,,,,,,,,,,,,,
HCTI,,,,,,,,,,,,,,,,,,
BNOX,,,,,,,,,,,,,,,,,,
LBAI,,,,,,,,,,,,,,,,,,
FJUN,,,,,,,,,,,,,,,,,,
PALL,,,,,,,,,,,,,,,,,,
BEPH,,,,,,,,,,,,,,,,,,
RISN,,,,,,,,,,,,,,,,,,
ETJ,,,,,,,,,,,,,,,,,,
TDV,,,,,,,,,,,,,,,,,,
TXG,,,,,,,,,,,,,,,,,,
CZA,,,,,,,,,,,,,,,,,,
DMO,,,,,,,,,,,,,,,,,,
PDCO,,,,,,,,,,,,,,,,,,
IBN,,,,,,,,,,,,,,,,,,
CNNE,,,,,,,,,,,,,,,,,,
NEAR,,,,,,,,,,,,,,,,,,
TSQ,,,,,,,,,,,,,,,,,,
BACK,,,,,,,,,,,,,,,,,,
MNMD,,,,,,,,,,,,,,,,,,
XELA,,,,,,,,,,,,,,,,,,
CEIX,,,,,,,,,,,,,,,,,,
OLO,,,,,,,,,,,,,,,,,,
HROWL,,,,,,,,,,,,,,,,,,
RAYA,,,,,,,,,,,,,,,,,,
DSMC,,,,,,,,,,,,,,,,,,
BHAC,,,,,,,,,,,,,,,,,,
CHII,,,,,,,,,,,,,,,,,,
BDRY,,,,,,,,,,,,,,,,,,
SNPD,,,,,,,,,,,,,,,,,,
GINN,,,,,,,,,,,,,,,,,,
LITB,,,,,,,,,,,,,,,,,,
IKNA,,,,,,,,,,,,,,,,,,
GCBC,,,,,,,,,,,,,,,,,,
AVHIU,,,,,,,,,,,,,,,,,,
QFIN,,,,,,,,,,,,,,,,,,
RCL,,,,,,,,,,,,,,,,,,
XHYH,,,,,,,,,,,,,,,,,,
VWOB,,,,,,,,,,,,,,,,,,
UTSI,,,,,,,,,,,,,,,,,,
SOXX,,,,,,,,,,,,,,,,,,
DB,,,,,,,,,,,,,,,,,,
ARRWU,,,,,,,,,,,,,,,,,,
TINY,,,,,,,,,,,,,,,,,,
GIGM,,,,,,,,,,,,,,,,,,
ZSPY,,,,,,,,,,,,,,,,,,
TRTY,,,,,,,,,,,,,,,,,,
OSBC,,,,,,,,,,,,,,,,,,
RKLB,,,,,,,,,,,,,,,,,,
QOMO,,,,,,,,,,,,,,,,,,
PBFS,,,,,,,,,,,,,,,,,,
WB,,,,,,,,,,,,,,,,,,
FSIG,,,,,,,,,,,,,,,,,,
MBSD,,,,,,,,,,,,,,,,,,
MLPB,,,,,,,,,,,,,,,,,,
APDN,,,,,,,,,,,,,,,,,,
DTST,,,,,,,,,,,,,,,,,,
ATLCL,,,,,,,,,,,,,,,,,,
TAP,,,,,,,,,,,,,,,,,,
ENFR,,,,,,,,,,,,,,,,,,
FZT.U,,,,,,,,,,,,,,,,,,
PGX,,,,,,,,,,,,,,,,,,
BLUA.U,,,,,,,,,,,,,,,,,,
EAOR,,,,,,,,,,,,,,,,,,
